# WoW Events Quick Reference (514 events)

ACHIEVEMENT_EARNED | Fires when the player earns an achievement
PLAYER_LEAVING_WORLD | Fires when the player logs out or exits a world area. Can occur when leaving an instance or leaving one continent (or ot
PLAYER_LEVEL_UP | Fires when the player gains a character level. Ding!
PLAYER_LOGIN | Fires immediately before `PLAYER_ENTERING_WORLD` on login and UI reload. But unlike `PLAYER_ENTERING_WORLD`, this event 
PLAYER_LOGOUT | Fires immediately before the player is logged out of the game. Unlike `PLAYER_LEAVING_WORLD`, this event only fires upon
PLAYER_LOSES_VEHICLE_DATA | Fires when the player loses vehicle-related attributes without necessarily having been in a vehicle. This can occur when
PLAYER_PVP_KILLS_CHANGED | Fires whenever a player's number of Honorable Kills changes
PLAYER_PVP_RANK_CHANGED | Fires when the player's PvP rank changes. Related to the old PvP rewards system from before WoW Patch 2.0; no longer use
PLAYER_QUITING | Fires when the player attempts to exit WoW while not in a major city, inn, or other "resting" area
PLAYER_REGEN_DISABLED | Fires when the player enters combat status. When in combat, normal health and mana regeneration is disabled.
PLAYER_REGEN_ENABLED | Fires when the player leaves combat status. When in combat, normal health and mana regeneration is disabled.
PLAYER_SKINNED | Fires when another character takes the insignia from the player's corpse in a battleground or world PvP zone. The player
PLAYER_TALENT_UPDATE | Fires when the player gains or spends talent points
PLAYER_TARGET_CHANGED | Fires when the player changes targets
PLAYER_TOTEM_UPDATE | Fires when information about the player's placed totems changes or becomes available. Also used for ghouls summoned by a
PLAYER_TRADE_MONEY | Fires when the amount of money offered for trade by the player changes
PLAYER_UNGHOST | Fires when a player resurrects after being in spirit form
PLAYER_UPDATE_RESTING | Fires when the player enters or leaves a major city, inn or other "resting" area
PLAYERBANKBAGSLOTS_CHANGED | Fires when the number of bank bag slots purchased by the player changes
PLAYERBANKSLOTS_CHANGED | Fires when the contents of a bank slot or bank bag slot are changed
PLAYTIME_CHANGED | Fires when changes to the player's limited play time status take effect. Only used in locales where the length of play s
PREVIEW_PET_TALENT_POINTS_CHANGED | Fires when pet talent points are spent or unspent in preview mode
PREVIEW_TALENT_POINTS_CHANGED | Fires when the player spends or unspends talent points in preview mode
PVPQUEUE_ANYWHERE_SHOW | Fires when the player begins interacting with the UI feature allowing battleground queueing from any location
PVPQUEUE_ANYWHERE_UPDATE_AVAILABLE | Fires when information for the any-battleground queueing UI changes or becomes available
QUEST_ACCEPT_CONFIRM | Fires when certain kinds of quests (e.g. NPC escort quests) are started by another member of the player's group
QUEST_ACCEPTED | Fires when a new quest is added to the player's quest log (which is what happens after a player accepts a quest).
QUEST_COMPLETE | Fires when the player is looking at the "Complete" page for a quest, at a questgiver.. This is the portion of a questgiv
QUEST_DETAIL | Fires when details of an available quest are presented by a questgiver. Fires for the portion of a questgiver dialog in 
QUEST_FINISHED | Fires when the player ends interaction with a questgiver or ends a stage of the questgiver dialog. A typical dialogue wi
QUEST_GREETING | Fires when a questgiver presents a greeting along with a list of active or available quests. Used only for a few questgi
QUEST_ITEM_UPDATE | Fires when information about items in a questgiver dialog is updated. Only fires if information about quest items is ret
QUEST_LOG_UPDATE | Fires when the game client receives updates relating to the player's quest log (this event is not just related to the qu
QUEST_PROGRESS | Fires when interacting with a questgiver about an active quest. This is the portion of a questgiver dialog in which the 
QUEST_QUERY_COMPLETE | Fires when quest completion information is available from the server. This event fires in response to a call to the Quer
QUEST_WATCH_UPDATE | Fires when the player's status regarding a quest's objectives changes, for instance picking up a required object or kill
RAID_INSTANCE_WELCOME | Fires when the player enters an instance that has a reset timer
RAID_ROSTER_UPDATE | Fires when the raid roster changes. This occurs when a raid is formed or disbanded, if members join or leave or are move
RAID_TARGET_UPDATE | Fires when raid target icons are assigned or cleared
RAISED_AS_GHOUL | Fires when the player is raised as a ghoul by a friendly death knight
READY_CHECK | Fires when a ready check is triggered
READY_CHECK_CONFIRM | Fires when a unit responds to a ready check
READY_CHECK_FINISHED | Fires when a ready check ends
REPLACE_ENCHANT | Fires when the player attempts to enchant an item which is already enchanted
RESURRECT_REQUEST | Fires when another character offers to resurrect the player
RUNE_POWER_UPDATE | Fires when the availability of one of the player's rune resources changes
RUNE_TYPE_UPDATE | Fires when the type of one of the player's rune resources changes
SCREENSHOT_FAILED | Fires if an attempt to take a screenshot fails
SCREENSHOT_SUCCEEDED | Fires when a screenshot is successfully taken
SEND_MAIL_COD_CHANGED | Fires when the Cash On Delivery cost assigned for the outgoing mail message changes
SEND_MAIL_MONEY_CHANGED | Fires when the amount of money attached to the outgoing mail message changes
SKILL_LINES_CHANGED | Fires when the content of the player's skill list changes. Applies only to major changes to the list -- e.g. learning a 
SOCKET_INFO_CLOSE | Fires when the player ends interaction with the item socketing UI
SOCKET_INFO_UPDATE | Fires when information about the contents of the item socketing UI changes or becomes available
SOUND_DEVICE_UPDATE | Fires when information about sound input/output devices changes or becomes available
SPELL_UPDATE_COOLDOWN | Fires when the cooldown on one of the player's spells begins or ends. Only fires while something is being cast (i.e. beg
SPELL_UPDATE_USABLE | Fires when a spell becomes usable or unusable. Includes when spells become unusable due to the global cooldown.
SPELLS_CHANGED | Fires when information about the contents of the player's spellbook changes or becomes available. Applies to both new co
START_AUTOREPEAT_SPELL | Fires when the player casts a spell which automatically repeats. Used by (for example) Shoot for wand users.
START_LOOT_ROLL | Fires when an item becomes available for group loot rolling
START_MINIGAME | Unused. Minigames are not implemented in the current version of the WoW client.
STOP_AUTOREPEAT_SPELL | Fires when the player stops repetition of an automatically repeating spell. Used by (for example) Shoot for wand users.
SYNCHRONIZE_SETTINGS | Fires when game options are manually synchronized with those saved on the server
TABARD_CANSAVE_CHANGED | Fires when information about the player's ability to save a guild tabard design changes or becomes available
TABARD_SAVE_PENDING | Fires when the player attempts to save a guild tabard design
TALENTS_INVOLUNTARILY_RESET | Fires when the player's talents have undergone a forced reset. This usually happens after a major patch or on test realm
TAXIMAP_CLOSED | Fires when the player begins interaction with a flight master
TAXIMAP_OPENED | Fires when the player ends interaction with a flight master
TIME_PLAYED_MSG | Fires when information about the player's total time played becomes available. Such information is normally requested vi
TRACKED_ACHIEVEMENT_UPDATE | Fires when the player's progress changes on an achievement marked for watching in the objectives tracker
TRADE_ACCEPT_UPDATE | Fires when the player or trade target signals acceptance (or cancels acceptance) of the trade
TRADE_CLOSED | Fires when a trade with another player ends or is canceled
TRADE_MONEY_CHANGED | Fires when the amount of money offered by the trade target changes
TRADE_PLAYER_ITEM_CHANGED | Fires when the set of items offered for trade by the player changes
TRADE_REPLACE_ENCHANT | Fires if the player attempts to enchant an item offered by the trade target which is already enchanted
TRADE_REQUEST | Unused. Was once used for presenting the player with a confirmation dialog before initiating a trade offered by another 
TRADE_REQUEST_CANCEL | Unused. Was once used for canceling a confirmation dialog which would appear before initiating a trade offered by anothe
TRADE_SHOW | Fires when a trade interaction with another character begins
TRADE_SKILL_CLOSE | Fires when the player ends interaction with a trade skill recipe list
TRADE_SKILL_FILTER_UPDATE | Fires when the search filter for a trade skill recipe list changes
TRADE_SKILL_SHOW | Fires when the player begins interaction with a trade skill recipe list
TRADE_SKILL_UPDATE | Fires when information about the contents of a trade skill recipe list changes or becomes available
TRADE_TARGET_ITEM_CHANGED | Fires when the set of items offered for trade by the target changes
TRADE_UPDATE | Fires when new information becomes available about a trade process underway with another character. Not used for most ch
TRAINER_CLOSED | Fires when the player ends interaction with a class or skill trainer
TRAINER_DESCRIPTION_UPDATE | Fires when description information for the selected trainer service changes or becomes available
TRAINER_SHOW | Fires when the player begins interaction with a class or skill trainer
TRAINER_UPDATE | Fires when information about the contents of the trainer service list changes or becomes available
TUTORIAL_TRIGGER | Fires when a contextual tutorial should be shown
UI_ERROR_MESSAGE | Fires when a game error message should be displayed. e.g. "You cannot attack that target", "Your pet is dead", "Your inv
UI_INFO_MESSAGE | Fires when an informative message should be displayed. e.g. "No fish are hooked", "You must be at least level 80 and in 
UNIT_ATTACK | Fires when a unit's weapon (or standard melee attack damage) changes
UNIT_ATTACK_POWER | Fires when a unit's attack power changes
UNIT_ATTACK_SPEED | Fires when a unit's attack speed changes
UNIT_AURA | Fires when a unit loses or gains a buff or debuff.
UNIT_CLASSIFICATION_CHANGED | Fires when a unit changes classification (e.g. if an elite unit becomes non-elite)
UNIT_COMBAT | Fires when a unit takes or recovers from damage due to a combat effect
UNIT_COMBO_POINTS | Fires when a unit scores combo points on its target
UNIT_DAMAGE | Fires when a unit's weapon damage changes.
UNIT_DEFENSE | Fires when a unit's defense changes.
UNIT_DISPLAYPOWER | Fires when a unit's primary power type (e.g. rage, energy, mana) changes. Occurs when a druid shapeshifts as well as in 
UNIT_DYNAMIC_FLAGS | Fires when certain unit attributes change. Attribute changes covered by this event include `UnitIsCorpse()` and `UnitIsT
UNIT_ENTERED_VEHICLE | Fires when a unit has entered a vehicle
UNIT_ENTERING_VEHICLE | Fires when a unit begins entering a vehicle. See `UNIT_ENTERED_VEHICLE` for when the vehicle boarding animation finishes
UNIT_EXITED_VEHICLE | Fires when a unit has exited a vehicle
UNIT_EXITING_VEHICLE | Fires when a unit begins exiting a vehicle. See `UNIT_EXITED_VEHICLE` for when the vehicle exiting animation finishes.
UNIT_FACTION | Fires when a unit's PvP status changes
UNIT_FLAGS | Fires when certain combat statuses for a unit change (e.g. stunned, feared)
UNIT_HEALTH | Fires when a unit's health level changes
UNIT_INVENTORY_CHANGED | Fires when the player (or inspected unit) equips or unequips items
UNIT_LEVEL | Fires when a unit's character level changes
UNIT_MANA | Fires when a unit's mana level changes
UNIT_MAXHEALTH | Fires when a unit's maximum health changes
UNIT_MODEL_CHANGED | Fires when a unit's 3D model changes (e.g. due to shapeshifting, being polymorphed, or equipping gear)
UNIT_NAME_UPDATE | Fires when a unit's name is changed. Also fires when the client is first notified of a unit's name.
UNIT_PORTRAIT_UPDATE | Fires when a unit's portrait changes (e.g. due to shapeshifting, being polymorphed, or equipping gear). Also fires when 
UNIT_QUEST_LOG_CHANGED | Fires when a unit's quests change (accepted/objective progress/abandoned/completed). This event will trigger both for yo
UNIT_RAGE | Fires when a unit's rage level changes
UNIT_RANGED_ATTACK_POWER | Fires when a unit's ranged attack power changes
UNIT_RANGEDDAMAGE | Fires when a unit's ranged attack damage changes. Also fires when a unit's ranged attack speed changes.
UNIT_RESISTANCES | Fires when a unit's magic resistances change. Also seems to fire when a unit's armor value changes.
UNIT_SPELLCAST_CHANNEL_START | Fires when a unit starts channeling a spell
UNIT_SPELLCAST_CHANNEL_STOP | Fires when a unit stops or cancels a channeled spell
UNIT_SPELLCAST_CHANNEL_UPDATE | Fires when a unit's channeled spell is interrupted or delayed
UNIT_SPELLCAST_DELAYED | Fires when a unit's spell cast is delayed
UNIT_SPELLCAST_FAILED | Fires when a unit's spell cast fails
UNIT_SPELLCAST_FAILED_QUIET | Fires when a unit's spell cast fails and no error message should be displayed. The default UI displays an error message 
UNIT_SPELLCAST_INTERRUPTED | Fires when a unit's spell cast is interrupted
UNIT_SPELLCAST_INTERRUPTIBLE | Fires when a unit's spell cast becomes interruptible again
UNIT_SPELLCAST_NOT_INTERRUPTIBLE | Fires when a unit's spell cast becomes uninterruptible
UNIT_SPELLCAST_SENT | Fires when a request to cast a spell (on behalf of the player or a unit controlled by the player) is sent to the server
UNIT_SPELLCAST_START | Fires when a unit begins casting a spell
UNIT_SPELLCAST_STOP | Fires when a unit stops or cancels casting a spell
UNIT_SPELLCAST_SUCCEEDED | Fires when a unit's spell cast succeeds
UNIT_STATS | Fires when a unit's primary attributes change. Primary attributes are Strength, Stamina, Agility, Intellect, and Spirit.
UNIT_TARGET | Fires when a unit's target changes.
UNIT_THREAT_LIST_UPDATE | Fires when a non-player unit's threat list is updated
UNIT_THREAT_SITUATION_UPDATE | Fires when a unit's threat state changes. Only fires when changes in the unit's general threat state (see `UnitThreatSit
UPDATE_BATTLEFIELD_SCORE | Fires when information for the battleground scoreboard changes or becomes available
UPDATE_BATTLEFIELD_STATUS | Fires when the player's status in a battleground or queue changes
UPDATE_BINDINGS | Fires when information about the player's key binding settings changes or becomes available
UPDATE_BONUS_ACTIONBAR | Fires when information about the bonus action bar changes or becomes available. The bonus action bar is used for state-d
UPDATE_CHAT_COLOR | Fires when the color settings for chat message types are updated
UPDATE_CHAT_COLOR_NAME_BY_CLASS | Fires when settings for per-class color-coding of character names in chat are updated
UPDATE_CHAT_WINDOWS | Fires when saved chat window settings are loaded
UPDATE_EXHAUSTION | Fires when the player's rest state or amount of rested XP changes
UPDATE_FACTION | Fires when the contents of the reputation listing change or become available. Fires both for changes to the listing as d
UPDATE_FLOATING_CHAT_WINDOWS | Fires when chat window layout should be updated
UPDATE_GM_STATUS | Fires when the player's GM ticket status (or ability to submit tickets) changes
UPDATE_INSTANCE_INFO | Fires when information about instances to which the player is saved changes or becomes available
UPDATE_INVENTORY_ALERTS | Fires when an equipped item's durability alert status changes. Only fires for changes affecting durability alert status 
UPDATE_INVENTORY_DURABILITY | Fires when an equipped item's durability changes
UPDATE_LFG_LIST | Fires when results of a Looking for More query become available
UPDATE_LFG_LIST_INCREMENTAL | Fires when results of a Looking for More query are updated
UPDATE_LFG_TYPES | Fires when information about possible Looking for Group settings changes or becomes available
UPDATE_MACROS | Fires when information about the player's macros changes or becomes available
UPDATE_MASTER_LOOT_LIST | Fires when the contents of the master loot candidate list change or become available
UPDATE_MOUSEOVER_UNIT | Fires when the mouse cursor moves over a visible unit. Fires both when mousing over units in the 3D world or when mousin
UPDATE_MULTI_CAST_ACTIONBAR | Fires when the contents of the multi-cast action bar change or become available. This action bar is currently used only 
UPDATE_PENDING_MAIL | Fires when information about newly received mail messages (not yet seen at a mailbox) becomes available
UPDATE_SHAPESHIFT_COOLDOWN | Fires when the cooldown begins or ends for an action on the stance/shapeshift bar
UPDATE_SHAPESHIFT_FORMS | Fires when the contents of the stance/shapeshift bar change or become available
UPDATE_SHAPESHIFT_USABLE | Fires when an ability on the stance/shapeshift bar becomes usable or unusable. For example, the availability of druid aq
UPDATE_STEALTH | Fires when the player uses or cancels a stealth ability
UPDATE_TICKET | Fires when information about an active GM ticket changes or becomes available
UPDATE_TRADESKILL_RECAST | Fires for each cast when performing multiple casts of a trade skill recipe. Fires before each cast and when casting is c
UPDATE_WORLD_STATES | Fires when information for world state UI elements changes or becomes available. World State UI elements include PvP, in
USE_BIND_CONFIRM | Fires when the player attempts to use an item which will become soulbound in the process
USE_GLYPH | Fires when the player begins to use a glyph. In the default UI, this event causes the glyph interface to open when the p
VARIABLES_LOADED | Fires when non-addon-specific saved variables are loaded. Addons should generally use `ADDON_LOADED` to determine whethe
VEHICLE_ANGLE_SHOW | Fires when controls for vehicle weapon pitch should be displayed
VEHICLE_ANGLE_UPDATE | Fires when the player's vehicle weapon pitch changes
VEHICLE_PASSENGERS_CHANGED | Fires when the list of passengers in the player's vehicle changes
VEHICLE_POWER_SHOW | Fires when controls for vehicle weapon power should be displayed
VEHICLE_UPDATE | Fires when information about the player's vehicle changes or becomes available
VOICE_CHANNEL_STATUS_UPDATE | Fires when voice-related status of a chat channel changes
VOICE_CHAT_ENABLED_UPDATE | Fires when the client's voice chat feature is enabled or disabled
VOICE_LEFT_SESSION | Fires when a voice-enabled member leaves a chat channel
VOICE_PLATE_START | Fires when a channel member begins speaking in voice chat
VOICE_PLATE_STOP | Fires when a channel member finishes speaking in voice chat
VOICE_PUSH_TO_TALK_START | Fires when the "Push to Talk" key binding is activated
VOICE_PUSH_TO_TALK_STOP | Fires when the "Push to Talk" key binding is deactivated
VOICE_SELF_MUTE | Fires when the player's self mute setting changes
VOICE_SESSIONS_UPDATE | Fires when information about a voice chat session changes or becomes available
VOICE_START | Fires when a channel member begins speaking in voice chat
VOICE_STATUS_UPDATE | Fires when a member of the player's group changes voice chat status
VOICE_STOP | Fires when a channel member finishes speaking in voice chat
VOTE_KICK_REASON_NEEDED | Fires when the player attempts to vote-kick another player and the game requests a reason
WEAR_EQUIPMENT_SET | Fires when the player's current equipment set changes. The firing of this event indicates the moment when the player's "
WHO_LIST_UPDATE | Fires when results of a Who query become available. Only fires if there are more than three results or if `SetWhoToUI(1)
WORLD_MAP_NAME_UPDATE | Fires when the name of the current world map area changes or becomes available
WORLD_MAP_UPDATE | Fires when the contents of the world map change or become available
WORLD_STATE_UI_TIMER_UPDATE | Fires when the state of a timer world state UI element changes or becomes available. World State UI elements include PvP
WOW_MOUSE_NOT_FOUND | This event fires when a man buttoned WoW mouse is not found, in response to a `DetectWowMouse()` function call
ZONE_CHANGED | Fires when the player moves between subzones or other named areas. Only fired if `ZONE_CHANGED_INDOORS` or `ZONE_CHANGED
ZONE_CHANGED_INDOORS | Fires when the player moves between areas and the "indoors/outdoors" status may have changed
ZONE_CHANGED_NEW_AREA | Fires when you change areas and its a major zone change, i.e. into or out of an instance or from stepping into major zon
